title|raw_text|meal_type|cultural_restriction|calories|allergies
 Vegan Bolognese|"79. Vegan Bolognese: 350kcals per portion, serves 4, gluten-free (Italy)
"|dinner|vegan|350.0|
 Quinoa Veggie Stir-Fry|"80. Quinoa Veggie Stir-Fry: 250kcals per portion, serves 4, gluten-free
"|dinner|vegan|250.0|
 Vegan Kimchi Pancakes|"81. Vegan Kimchi Pancakes: 300kcals per portion, serves 4, contains gluten
"|dinner|vegan|300.0|contains gluten
 Lentil Curry Bowl|"82. Lentil Curry Bowl: 400kcals per portion, serves 4, gluten-free
"|dinner|vegan|400.0|
 Vegan Cabbage Rolls|"83. Vegan Cabbage Rolls: 250kcals per portion, serves 4, gluten-free
"|dinner|vegan|250.0|
 Vegetable Pad Thai|"84. Vegetable Pad Thai: 450kcals per portion, serves 4, contains gluten, soy (Thailand)
"|dinner|vegan|450.0|contains gluten
 Vegan Caprese Salad|"85. Vegan Caprese Salad: 200kcals per portion, serves 4, gluten-free (Italy)
"|dinner|vegan|200.0|
 Tofu and Vegetable Curry|"86. Tofu and Vegetable Curry: 300kcals per portion, serves 4, gluten-free (Thailand)
"|dinner|vegan|300.0|
 Vegan Stuffed Peppers|"87. Vegan Stuffed Peppers: 350kcals per portion, serves 4, gluten-free
"|dinner|vegan|350.0|
 Lentil Soup with Kale|"88. Lentil Soup with Kale: 150kcals per portion, serves 8, gluten-free
"|dinner|vegan|150.0|
 Vegan Tofu Katsu Curry|"89. Vegan Tofu Katsu Curry: 400kcals per portion, serves 4, contains gluten, soy (Japan)
"|dinner|vegan|400.0|contains gluten
 Mediterranean Couscous Stuffed Bell Peppers|"90. Mediterranean Couscous Stuffed Bell Peppers: 350kcals per portion, serves 4, contains gluten, nuts
"|dinner|vegan|350.0|contains gluten
 Mushroom Risotto|"91. Mushroom Risotto: 250kcals per portion, serves 4, gluten-free
"|dinner|vegan|250.0|
 Vegan Soba Noodle Salad|"92. Vegan Soba Noodle Salad: 350kcals per portion, serves 4, contains gluten, soy (Japan)
"|dinner|vegan|350.0|contains gluten
 Vegetable Pot Pie|"93. Vegetable Pot Pie: 400kcals per portion, serves 4, contains gluten
"|dinner|vegan|400.0|contains gluten
 Lentil Tacos|"94. Lentil Tacos: 250kcals per portion, serves 4, gluten-free
"|dinner|vegan|250.0|
 Vegan Shawarma|"95. Vegan Shawarma: 400kcals per portion, serves 4, contains gluten
"|dinner|vegan|400.0|contains gluten
 Veggie Stir-Fry with Quinoa|"96. Veggie Stir-Fry with Quinoa: 250kcals per portion, serves 4, gluten-free
"|dinner|vegan|250.0|
 Vegan Sushi Sandwich|"97. Vegan Sushi Sandwich: 450kcals per portion, serves 4, contains soy (Japan)
"|dinner|vegan|450.0|contains soy (Japan)
 Swiss Chard and Lentil Soup|"98. Swiss Chard and Lentil Soup: 150kcals per portion, serves 6, gluten-free
"|dinner|vegan|150.0|
 Vegan Butternut Squash Ravioli|"99. Vegan Butternut Squash Ravioli: 350kcals per portion, serves 4, contains gluten
"|dinner|vegan|350.0|contains gluten
 Chickpea and Vegetable Tagine|"100. Chickpea and Vegetable Tagine: 400kcals per portion, serves 4, gluten-free (North Africa)

Please note that these calorie counts are approximate estimates and may vary depending on portion sizes and specific ingredients used."|dinner|vegan|400.0|
" Lentil Curry - 300 calories per portion, 4 portions, Gluten (optional), India
"|"1. Lentil Curry - 300 calories per portion, 4 portions, Gluten (optional), India
"|dinner|vegan|300.0|
" Ratatouille - 150 calories per portion, 6 portions, None, France
"|"2. Ratatouille - 150 calories per portion, 6 portions, None, France
"|dinner|vegan|150.0|
" Chickpea Stew - 250 calories per portion, 6 portions, Allergic to legumes, Middle East
"|"3. Chickpea Stew - 250 calories per portion, 6 portions, Allergic to legumes, Middle East
"|dinner|vegan|250.0|
" Vegan Chili - 350 calories per portion, 4 portions, None, United States
"|"4. Vegan Chili - 350 calories per portion, 4 portions, None, United States
"|dinner|vegan|350.0|
" Tofu Stir-Fry - 200 calories per portion, 4 portions, Soy, China
"|"5. Tofu Stir-Fry - 200 calories per portion, 4 portions, Soy, China
"|dinner|vegan|200.0|
" Cauliflower Shawarma - 180 calories per portion, 6 portions, None, Middle East
"|"6. Cauliflower Shawarma - 180 calories per portion, 6 portions, None, Middle East
"|dinner|vegan|180.0|
" Quinoa Salad - 220 calories per portion, 4 portions, None, Peru
"|"7. Quinoa Salad - 220 calories per portion, 4 portions, None, Peru
"|dinner|vegan|220.0|
" Lentil Soup - 150 calories per portion, 6 portions, None, Various
"|"8. Lentil Soup - 150 calories per portion, 6 portions, None, Various
"|dinner|vegan|150.0|
" Vegan Pad Thai - 400 calories per portion, 2 portions, Soy and peanuts, Thailand
"|"9. Vegan Pad Thai - 400 calories per portion, 2 portions, Soy and peanuts, Thailand
"|dinner|vegan|400.0|
" Falafel - 250 calories per portion, 4 portions, Gluten, Middle East

"|"10. Falafel - 250 calories per portion, 4 portions, Gluten, Middle East

"|dinner|vegan|250.0|
" Veggie Sushi Rolls - 180 calories per portion, 6 portions, Soy, Japan
"|"11. Veggie Sushi Rolls - 180 calories per portion, 6 portions, Soy, Japan
"|dinner|vegan|180.0|
" Roasted Vegetable Pasta - 300 calories per portion, 4 portions, Gluten, Italy
"|"12. Roasted Vegetable Pasta - 300 calories per portion, 4 portions, Gluten, Italy
"|dinner|vegan|300.0|
" Lentil Bolognese - 400 calories per portion, 4 portions, Gluten, Italy
"|"13. Lentil Bolognese - 400 calories per portion, 4 portions, Gluten, Italy
"|dinner|vegan|400.0|
" Vegan Burger - 350 calories per portion, 4 portions, Gluten, United States
"|"14. Vegan Burger - 350 calories per portion, 4 portions, Gluten, United States
"|dinner|vegan|350.0|
" Sweet Potato Curry - 280 calories per portion, 4 portions, None, India
"|"15. Sweet Potato Curry - 280 calories per portion, 4 portions, None, India
"|dinner|vegan|280.0|
" Vegan BBQ Tofu - 200 calories per portion, 4 portions, Soy, United States
"|"16. Vegan BBQ Tofu - 200 calories per portion, 4 portions, Soy, United States
"|dinner|vegan|200.0|
" Moroccan Chickpea Tagine - 300 calories per portion, 4 portions, None, Morocco
"|"17. Moroccan Chickpea Tagine - 300 calories per portion, 4 portions, None, Morocco
"|dinner|vegan|300.0|
" Vegan Mac and Cheese - 400 calories per portion, 4 portions, Gluten, United States
"|"18. Vegan Mac and Cheese - 400 calories per portion, 4 portions, Gluten, United States
"|dinner|vegan|400.0|
" Spinach and Mushroom Risotto - 350 calories per portion, 4 portions, None, Italy
"|"19. Spinach and Mushroom Risotto - 350 calories per portion, 4 portions, None, Italy
"|dinner|vegan|350.0|
" Jackfruit Tacos - 250 calories per portion, 4 portions, None, Mexico

"|"20. Jackfruit Tacos - 250 calories per portion, 4 portions, None, Mexico

"|dinner|vegan|250.0|
" Vegan Creamy Cauliflower Soup - 200 calories per portion, 4 portions, None, Various
"|"21. Vegan Creamy Cauliflower Soup - 200 calories per portion, 4 portions, None, Various
"|dinner|vegan|200.0|
" Quinoa Stuffed Bell Peppers - 350 calories per portion, 4 portions, None, Various
"|"22. Quinoa Stuffed Bell Peppers - 350 calories per portion, 4 portions, None, Various
"|dinner|vegan|350.0|
" Vegan Shepherd's Pie - 400 calories per portion, 4 portions, None, United Kingdom
"|"23. Vegan Shepherd's Pie - 400 calories per portion, 4 portions, None, United Kingdom
"|dinner|vegan|400.0|
" Thai Green Curry - 300 calories per portion, 4 portions, None, Thailand
"|"24. Thai Green Curry - 300 calories per portion, 4 portions, None, Thailand
"|dinner|vegan|300.0|
" Vegan Mushroom Risotto - 400 calories per portion, 4 portions, None, Italy
"|"25. Vegan Mushroom Risotto - 400 calories per portion, 4 portions, None, Italy
"|dinner|vegan|400.0|
" Lentil Sloppy Joes - 300 calories per portion, 4 portions, Gluten, United States
"|"26. Lentil Sloppy Joes - 300 calories per portion, 4 portions, Gluten, United States
"|dinner|vegan|300.0|
" Roasted Cauliflower Tacos - 250 calories per portion, 4 portions, None, Mexico
"|"27. Roasted Cauliflower Tacos - 250 calories per portion, 4 portions, None, Mexico
"|dinner|vegan|250.0|
" Vegan Pizza - 400 calories per portion, 4 portions, Gluten, Italy
"|"28. Vegan Pizza - 400 calories per portion, 4 portions, Gluten, Italy
"|dinner|vegan|400.0|
" Sweet Potato Black Bean Enchiladas - 350 calories per portion, 4 portions, None, Mexico
"|"29. Sweet Potato Black Bean Enchiladas - 350 calories per portion, 4 portions, None, Mexico
"|dinner|vegan|350.0|
" Veggie Dumplings - 250 calories per portion, 4 portions, Gluten, Various

"|"30. Veggie Dumplings - 250 calories per portion, 4 portions, Gluten, Various

"|dinner|vegan|250.0|
" Vegan Pesto Pasta - 400 calories per portion, 4 portions, Gluten, Italy
"|"31. Vegan Pesto Pasta - 400 calories per portion, 4 portions, Gluten, Italy
"|dinner|vegan|400.0|
" Coconut Curry Tofu - 300 calories per portion, 4 portions, Soy, Thailand
"|"32. Coconut Curry Tofu - 300 calories per portion, 4 portions, Soy, Thailand
"|dinner|vegan|300.0|
" Quinoa Stuffed Zucchini - 350 calories per portion, 4 portions, None, Various
"|"33. Quinoa Stuffed Zucchini - 350 calories per portion, 4 portions, None, Various
"|dinner|vegan|350.0|
" Vegan Lasagna - 400 calories per portion, 4 portions, Gluten, Italy
"|"34. Vegan Lasagna - 400 calories per portion, 4 portions, Gluten, Italy
"|dinner|vegan|400.0|
" Sesame Ginger Stir-Fry - 300 calories per portion, 4 portions, Soy, China
"|"35. Sesame Ginger Stir-Fry - 300 calories per portion, 4 portions, Soy, China
"|dinner|vegan|300.0|
" Vegan Nachos - 400 calories per portion, 4 portions, Gluten, Mexico
"|"36. Vegan Nachos - 400 calories per portion, 4 portions, Gluten, Mexico
"|dinner|vegan|400.0|
" Lentil Walnut Loaf - 350 calories per portion, 4 portions, Nuts, Various
"|"37. Lentil Walnut Loaf - 350 calories per portion, 4 portions, Nuts, Various
"|dinner|vegan|350.0|
" Peanut Noodle Salad - 300 calories per portion, 4 portions, Peanuts, Various
"|"38. Peanut Noodle Salad - 300 calories per portion, 4 portions, Peanuts, Various
"|dinner|vegan|300.0|
" Vegan Fajitas - 350 calories per portion, 4 portions, None, Mexico
"|"39. Vegan Fajitas - 350 calories per portion, 4 portions, None, Mexico
"|dinner|vegan|350.0|
" Chickpea Salad Sandwich - 300 calories per portion, 4 portions, Gluten, Various

"|"40. Chickpea Salad Sandwich - 300 calories per portion, 4 portions, Gluten, Various

"|dinner|vegan|300.0|
" Vegan Italian Wedding Soup - 300 calories per portion, 4 portions, Gluten, Italy
"|"41. Vegan Italian Wedding Soup - 300 calories per portion, 4 portions, Gluten, Italy
"|dinner|vegan|300.0|
" Spicy Eggplant Curry - 250 calories per portion, 4 portions, None, India
"|"42. Spicy Eggplant Curry - 250 calories per portion, 4 portions, None, India
"|dinner|vegan|250.0|
" Vegan Cauliflower Fried Rice - 350 calories per portion, 4 portions, None, China
"|"43. Vegan Cauliflower Fried Rice - 350 calories per portion, 4 portions, None, China
"|dinner|vegan|350.0|
" Lentil Tacos - 300 calories per portion, 4 portions, None, Mexico
"|"44. Lentil Tacos - 300 calories per portion, 4 portions, None, Mexico
"|dinner|vegan|300.0|
" Vegan Quiche - 400 calories per portion, 4 portions, Gluten, Various
"|"45. Vegan Quiche - 400 calories per portion, 4 portions, Gluten, Various
"|dinner|vegan|400.0|
" Stuffed Portobello Mushrooms - 250 calories per portion, 4 portions, None, Various
"|"46. Stuffed Portobello Mushrooms - 250 calories per portion, 4 portions, None, Various
"|dinner|vegan|250.0|
" Vegan Meatballs with Marinara Sauce - 350 calories per portion, 4 portions, Gluten, Italy
"|"47. Vegan Meatballs with Marinara Sauce - 350 calories per portion, 4 portions, Gluten, Italy
"|dinner|vegan|350.0|
" Thai Curry Noodle Soup - 300 calories per portion, 4 portions, None, Thailand
"|"48. Thai Curry Noodle Soup - 300 calories per portion, 4 portions, None, Thailand
"|dinner|vegan|300.0|
" Vegan Stir-Fried Noodles - 350 calories per portion, 4 portions, None, Various
"|"49. Vegan Stir-Fried Noodles - 350 calories per portion, 4 portions, None, Various
"|dinner|vegan|350.0|
" Cauliflower Tikka Masala - 300 calories per portion, 4 portions, None, India

"|"50. Cauliflower Tikka Masala - 300 calories per portion, 4 portions, None, India

"|dinner|vegan|300.0|
" Vegan Gyros - 400 calories per portion, 4 portions, Gluten, Greece
"|"51. Vegan Gyros - 400 calories per portion, 4 portions, Gluten, Greece
"|dinner|vegan|400.0|
" Lentil Walnut Tacos - 300 calories per portion, 4 portions, Nuts, Mexico
"|"52. Lentil Walnut Tacos - 300 calories per portion, 4 portions, Nuts, Mexico
"|dinner|vegan|300.0|
" Vegan Miso Soup - 200 calories per portion, 4 portions, Soy, Japan
"|"53. Vegan Miso Soup - 200 calories per portion, 4 portions, Soy, Japan
"|dinner|vegan|200.0|
" Stuffed Bell Peppers with Quinoa - 400 calories per portion, 4 portions, None, Various
"|"54. Stuffed Bell Peppers with Quinoa - 400 calories per portion, 4 portions, None, Various
"|dinner|vegan|400.0|
" Vegan Teriyaki Tofu - 250 calories per portion, 4 portions, Soy, Japan
"|"55. Vegan Teriyaki Tofu - 250 calories per portion, 4 portions, Soy, Japan
"|dinner|vegan|250.0|
" Butternut Squash Soup - 200 calories per portion, 4 portions, None, Various
"|"56. Butternut Squash Soup - 200 calories per portion, 4 portions, None, Various
"|dinner|vegan|200.0|
" Vegan Biryani - 400 calories per portion, 4 portions, None, India
"|"57. Vegan Biryani - 400 calories per portion, 4 portions, None, India
"|dinner|vegan|400.0|
" Lentil Spinach Curry - 250 calories per portion, 4 portions, None, India
"|"58. Lentil Spinach Curry - 250 calories per portion, 4 portions, None, India
"|dinner|vegan|250.0|
" Vegan Tamales - 400 calories per portion, 4 portions, None, Mexico
"|"59. Vegan Tamales - 400 calories per portion, 4 portions, None, Mexico
"|dinner|vegan|400.0|
" Vegetable Paella - 350 calories per portion, 4 portions, None, Spain

"|"60. Vegetable Paella - 350 calories per portion, 4 portions, None, Spain

"|dinner|vegan|350.0|
" Vegan Caesar Salad - 250 calories per portion, 4 portions, None, United States
"|"61. Vegan Caesar Salad - 250 calories per portion, 4 portions, None, United States
"|dinner|vegan|250.0|
" Lentil Mushroom Burgers - 350 calories per portion, 4 portions, Gluten, United States
"|"62. Lentil Mushroom Burgers - 350 calories per portion, 4 portions, Gluten, United States
"|dinner|vegan|350.0|
" Vegan Sushi Bowl - 350 calories per portion, 4 portions, Soy, Japan
"|"63. Vegan Sushi Bowl - 350 calories per portion, 4 portions, Soy, Japan
"|dinner|vegan|350.0|
" Red Lentil Dal - 250 calories per portion, 4 portions, None, India
"|"64. Red Lentil Dal - 250 calories per portion, 4 portions, None, India
"|dinner|vegan|250.0|
" Vegan Pesto Pizza - 400 calories per portion, 4 portions, Gluten, Italy
"|"65. Vegan Pesto Pizza - 400 calories per portion, 4 portions, Gluten, Italy
"|dinner|vegan|400.0|
" Black Bean and Corn Salad - 200 calories per portion, 4 portions, None, Various
"|"66. Black Bean and Corn Salad - 200 calories per portion, 4 portions, None, Various
"|dinner|vegan|200.0|
" Vegan Tikka Masala - 350 calories per portion, 4 portions, None, India
"|"67. Vegan Tikka Masala - 350 calories per portion, 4 portions, None, India
"|dinner|vegan|350.0|
" Lentil Samosas - 300 calories per portion, 4 portions, None, India
"|"68. Lentil Samosas - 300 calories per portion, 4 portions, None, India
"|dinner|vegan|300.0|
" Vegan Tofu Scramble - 250 calories per portion, 4 portions, None, Various
"|"69. Vegan Tofu Scramble - 250 calories per portion, 4 portions, None, Various
"|dinner|vegan|250.0|
" Ratatouille Stuffed Zucchini - 300 calories per portion, 4 portions, None, France

"|"70. Ratatouille Stuffed Zucchini - 300 calories per portion, 4 portions, None, France

"|dinner|vegan|300.0|
" Vegan Mushroom Stroganoff - 400 calories per portion, 4 portions, None, Russia
"|"71. Vegan Mushroom Stroganoff - 400 calories per portion, 4 portions, None, Russia
"|dinner|vegan|400.0|
" Lentil Spinach Soup - 200 calories per portion, 4 portions, None, Various
"|"72. Lentil Spinach Soup - 200 calories per portion, 4 portions, None, Various
"|dinner|vegan|200.0|
" Vegan Teriyaki Jackfruit - 300 calories per portion, 4 portions, None, Various
"|"73. Vegan Teriyaki Jackfruit - 300 calories per portion, 4 portions, None, Various
"|dinner|vegan|300.0|
" Spaghetti Aglio e Olio - 350 calories per portion, 4 portions, None, Italy
"|"74. Spaghetti Aglio e Olio - 350 calories per portion, 4 portions, None, Italy
"|dinner|vegan|350.0|
" Vegan Fettuccine Alfredo - 400 calories per portion, 4 portions, Gluten, Italy
"|"75. Vegan Fettuccine Alfredo - 400 calories per portion, 4 portions, Gluten, Italy
"|dinner|vegan|400.0|
" Moroccan Lentil Salad - 250 calories per portion, 4 portions, None, Morocco
"|"76. Moroccan Lentil Salad - 250 calories per portion, 4 portions, None, Morocco
"|dinner|vegan|250.0|
" Vegan Bulgogi - 300 calories per portion, 4 portions, None, Korea
"|"77. Vegan Bulgogi - 300 calories per portion, 4 portions, None, Korea
"|dinner|vegan|300.0|
" Lentil Coconut Curry - 350 calories per portion, 4 portions, None, India
"|"78. Lentil Coconut Curry - 350 calories per portion, 4 portions, None, India
"|dinner|vegan|350.0|
" Vegan Buffalo Cauliflower Wings - 200 calories per portion, 4 portions, None, United States
"|"79. Vegan Buffalo Cauliflower Wings - 200 calories per portion, 4 portions, None, United States
"|dinner|vegan|200.0|
" Vegetable Stir-Fry with Peanut Sauce - 300 calories per portion, 4 portions, Peanuts, Various

"|"80. Vegetable Stir-Fry with Peanut Sauce - 300 calories per portion, 4 portions, Peanuts, Various

"|dinner|vegan|300.0|
" Vegan Sweet and Sour Tofu - 350 calories per portion, 4 portions, None, China
"|"81. Vegan Sweet and Sour Tofu - 350 calories per portion, 4 portions, None, China
"|dinner|vegan|350.0|
" Lentil Spinach Salad - 200 calories per portion, 4 portions, None, Various
"|"82. Lentil Spinach Salad - 200 calories per portion, 4 portions, None, Various
"|dinner|vegan|200.0|
" Vegan Mushroom Gyros - 400 calories per portion, 4 portions, None, Greece
"|"83. Vegan Mushroom Gyros - 400 calories per portion, 4 portions, None, Greece
"|dinner|vegan|400.0|
