|title|raw_text|meal_type|cultural_restriction
64| Vegan Chinese Hot and Sour Soup|"65. Vegan Chinese Hot and Sour Soup: 300 calories/portion, 4 portions. Allergic warnings: None. Origin: China.
"|lunch|vegan
65| Vegan Eggplant Rollatini|"66. Vegan Eggplant Rollatini: 350 calories/portion, 3 portions. Allergic warnings: None. Origin: Italy.
"|lunch|vegan
66| Vegan Moroccan Vegetable Tagine|"67. Vegan Moroccan Vegetable Tagine: 400 calories/portion, 2 portions. Allergic warnings: None. Origin: Morocco.
"|lunch|vegan
67| Vegan Lentil Salad|"68. Vegan Lentil Salad: 250 calories/portion, 4 portions. Allergic warnings: None. Origin: N/A.
"|lunch|vegan
68| Vegan BBQ Chickpea Pizza|"69. Vegan BBQ Chickpea Pizza: 300 calories/portion, 4 portions. Allergic warnings: None. Origin: N/A.
"|lunch|vegan
69| Vegan Beetroot and Chickpea Burger|"70. Vegan Beetroot and Chickpea Burger: 350 calories/portion, 3 portions. Allergic warnings: None. Origin: N/A.
"|lunch|vegan
70| Vegan Teriyaki Tofu Stir-Fry|"71. Vegan Teriyaki Tofu Stir-Fry: 400 calories/portion, 2 portions. Allergic warnings: None. Origin: Japan.
"|lunch|vegan
71| Vegan Spaghetti Aglio e Olio|"72. Vegan Spaghetti Aglio e Olio: 200 calories/portion, 4 portions. Allergic warnings: None. Origin: Italy.
"|lunch|vegan
72| Vegan Moroccan Lentil Soup|"73. Vegan Moroccan Lentil Soup: 300 calories/portion, 4 portions. Allergic warnings: None. Origin: Morocco.
"|lunch|vegan
73| Vegan Thai Mango Salad|"74. Vegan Thai Mango Salad: 250 calories/portion, 4 portions. Allergic warnings: None. Origin: Thailand.
"|lunch|vegan
74| Vegan Vegetable Biryani|"75. Vegan Vegetable Biryani: 400 calories/portion, 2 portions. Allergic warnings: None. Origin: India.
"|lunch|vegan
75| Vegan Ratatouille Tartlets|"76. Vegan Ratatouille Tartlets: 350 calories/portion, 3 portions. Allergic warnings: None. Origin: France.
"|lunch|vegan
76| Vegan Korean Bibimbap|"77. Vegan Korean Bibimbap: 300 calories/portion, 4 portions. Allergic warnings: None. Origin: Korea.
"|lunch|vegan
77| Vegan Lentil Shepherd's Pie|"78. Vegan Lentil Shepherd's Pie: 250 calories/portion, 4 portions. Allergic warnings: None. Origin: N/A.
"|lunch|vegan
78| Vegan Spicy Peanut Noodles|"79. Vegan Spicy Peanut Noodles: 400 calories/portion, 2 portions. Allergic warnings:Contains peanuts. Origin: N/A.
"|lunch|vegan
79| Vegan Spanish Gazpacho|"80. Vegan Spanish Gazpacho: 350 calories/portion, 3 portions. Allergic warnings: None. Origin: Spain.
"|lunch|vegan
80| Vegan Stuffed Bell Peppers with Quinoa and Black Beans|"81. Vegan Stuffed Bell Peppers with Quinoa and Black Beans: 300 calories/portion, 4 portions. Allergic warnings: None. Origin: N/A.
"|lunch|vegan
81| Vegan Thai Coconut Soup|"82. Vegan Thai Coconut Soup: 350 calories/portion, 3 portions. Allergic warnings: None. Origin: Thailand.
"|lunch|vegan
82| Vegan Greek Style Couscous Salad|"83. Vegan Greek Style Couscous Salad: 250 calories/portion, 4 portions. Allergic warnings: None. Origin: Greece.
"|lunch|vegan
83| Vegan Roasted Cauliflower Tacos|"84. Vegan Roasted Cauliflower Tacos: 400 calories/portion, 2 portions. Allergic warnings: None. Origin: N/A.
"|lunch|vegan
84| Vegan Jamaican Jerk Tofu|"85. Vegan Jamaican Jerk Tofu: 300 calories/portion, 4 portions. Allergic warnings: None. Origin: Jamaica.
"|lunch|vegan
85| Vegan Spicy Chickpea and Tomato Stew|"86. Vegan Spicy Chickpea and Tomato Stew: 250 calories/portion, 4 portions. Allergic warnings: None. Origin: N/A.
"|lunch|vegan
86| Vegan Thai Pineapple Fried Rice with Tofu|"87. Vegan Thai Pineapple Fried Rice with Tofu: 400 calories/portion, 2 portions. Allergic warnings: None. Origin: Thailand.
"|lunch|vegan
87| Vegan Acorn Squash Soup|"88. Vegan Acorn Squash Soup: 300 calories/portion, 4 portions. Allergic warnings: None. Origin: N/A.
"|lunch|vegan
88| Vegan Korean Japchae|"89. Vegan Korean Japchae: 250 calories/portion, 4 portions. Allergic warnings: None. Origin: Korea.
"|lunch|vegan
89| Vegan Cajun Red Beans and Rice|"90. Vegan Cajun Red Beans and Rice: 400 calories/portion, 2 portions. Allergic warnings: None. Origin: N/A.
"|lunch|vegan
90| Vegan Argentinian Chimichurri Grilled Vegetables|"91. Vegan Argentinian Chimichurri Grilled Vegetables: 350 calories/portion, 3 portions. Allergic warnings: None. Origin: Argentina.
"|lunch|vegan
91| Vegan Mushroom and Chestnut Wellington|"92. Vegan Mushroom and Chestnut Wellington: 300 calories/portion, 4 portions. Allergic warnings: None. Origin: N/A.
"|lunch|vegan
92| Vegan Thai Basil Tofu Stir-Fry|"93. Vegan Thai Basil Tofu Stir-Fry: 400 calories/portion, 2 portions. Allergic warnings: None. Origin: Thailand.
"|lunch|vegan
93| Vegan Butternut Squash Risotto|"94. Vegan Butternut Squash Risotto: 350 calories/portion, 3 portions. Allergic warnings: None. Origin: Italy.
"|lunch|vegan
94| Vegan Jamaican Rice and Peas|"95. Vegan Jamaican Rice and Peas: 300 calories/portion, 4 portions. Allergic warnings: None. Origin: Jamaica.
"|lunch|vegan
95| Vegan Moroccan Chickpea Salad|"96. Vegan Moroccan Chickpea Salad: 250 calories/portion, 4 portions. Allergic warnings: None. Origin: Morocco.
"|lunch|vegan
96| Vegan Korean Bimbimbap Rice Bowl|"97. Vegan Korean Bimbimbap Rice Bowl: 400 calories/portion, 2 portions. Allergic warnings: None. Origin: Korea.
"|lunch|vegan
97| Vegan Pesto Pasta with Roasted Tomatoes|"98. Vegan Pesto Pasta with Roasted Tomatoes: 350 calories/portion, 3 portions. Allergic warnings: None. Origin: Italy.
"|lunch|vegan
98| Vegan Thai Yellow Curry|"99. Vegan Thai Yellow Curry: 300 calories/portion, 4 portions. Allergic warnings: None. Origin: Thailand.
"|lunch|vegan
99| Vegan Cuban Black Bean Soup|"100. Vegan Cuban Black Bean Soup: 250 calories/portion, 4 portions. Allergic warnings: None. Origin: Cuba.

Please note that these calorie counts are approximate, and portion sizes may vary based on personal preferences and serving sizes."|lunch|vegan
0| Lentil Curry|"1. Lentil Curry: 346 calories per portion, 4 portions, Allergic to legumes
"|dinner|vegan
1| Spaghetti Aglio e Olio|"2. Spaghetti Aglio e Olio: 412 calories per portion, 2 portions, None, Italy
"|dinner|vegan
2| Potato and Chickpea Stew|"3. Potato and Chickpea Stew: 549 calories per portion, 6 portions, None, Middle Eastern
"|dinner|vegan
3| Tofu Stir Fry|"4. Tofu Stir Fry: 245 calories per portion, 3 portions, Allergic to soy
"|dinner|vegan
4| Mexican Quinoa Bowl|"5. Mexican Quinoa Bowl: 270 calories per portion, 4 portions, Allergic to grains, Mexico
"|dinner|vegan
5| Vegan Pad Thai|"6. Vegan Pad Thai: 420 calories per portion, 2 portions, Allergic to nuts, Thailand
"|dinner|vegan
6| Roasted Cauliflower Tacos|"7. Roasted Cauliflower Tacos: 280 calories per portion, 4 portions, Allergic to gluten, Mexico
"|dinner|vegan
7| Sweet Potato and Black Bean Chili|"8. Sweet Potato and Black Bean Chili: 399 calories per portion, 5 portions, None, United States
"|dinner|vegan
8| Chickpea Salad Sandwich|"9. Chickpea Salad Sandwich: 320 calories per portion, 2 portions, Allergic to legumes
"|dinner|vegan
9| Vegan Sushi Bowl|"10. Vegan Sushi Bowl: 540 calories per portion, 3 portions, None, Japan

"|dinner|vegan
10| Spinach and Mushroom Quesadillas|"11. Spinach and Mushroom Quesadillas: 208 calories per portion, 2 portions, Allergic to gluten and nightshades, Mexico
"|dinner|vegan
11| Moroccan Chickpea Stew|"12. Moroccan Chickpea Stew: 350 calories per portion, 4 portions, None, Morocco
"|dinner|vegan
12| Zucchini Noodles with Pesto|"13. Zucchini Noodles with Pesto: 221 calories per portion, 2 portions, Allergic to nuts, Italy
"|dinner|vegan
13| Lentil Shepherd's Pie|"14. Lentil Shepherd's Pie: 419 calories per portion, 4 portions, None, United Kingdom
"|dinner|vegan
14| Stuffed Bell Peppers|"15. Stuffed Bell Peppers: 285 calories per portion, 3 portions, Allergic to nightshades
"|dinner|vegan
15| Vegan Bolognese|"16. Vegan Bolognese: 332 calories per portion, 4 portions, None, Italy
"|dinner|vegan
16| Thai Coconut Curry Soup|"17. Thai Coconut Curry Soup: 461 calories per portion, 3 portions, None, Thailand
"|dinner|vegan
17| Black Bean and Corn Salad|"18. Black Bean and Corn Salad: 246 calories per portion, 4 portions, None, Mexico
"|dinner|vegan
18| Vegan Jambalaya|"19. Vegan Jambalaya: 390 calories per portion, 5 portions, Allergic to nightshades, United States
"|dinner|vegan
19| Quinoa Stuffed Bell Peppers|"20. Quinoa Stuffed Bell Peppers: 317 calories per portion, 3 portions, None

"|dinner|vegan
20| Lentil Loaf|"21. Lentil Loaf: 292 calories per portion, 6 portions, None
"|dinner|vegan
21| Vegan Paella|"22. Vegan Paella: 317 calories per portion, 4 portions, None, Spain
"|dinner|vegan
22| Falafel Burger|"23. Falafel Burger: 383 calories per portion, 2 portions, Allergic to legumes, Middle Eastern
"|dinner|vegan
23| Vegan Enchiladas|"24. Vegan Enchiladas: 312 calories per portion, 3 portions, Allergic to gluten, Mexico
"|dinner|vegan
24| Chickpea and Vegetable Curry|"25. Chickpea and Vegetable Curry: 288 calories per portion, 4 portions, None, India
"|dinner|vegan
25| Sweet Potato and Lentil Curry|"26. Sweet Potato and Lentil Curry: 346 calories per portion, 4 portions, None, India
"|dinner|vegan
26| Vegan Buddha Bowl|"27. Vegan Buddha Bowl: 410 calories per portion, 2 portions, None
"|dinner|vegan
27| Mexican Stuffed Zucchini|"28. Mexican Stuffed Zucchini: 260 calories per portion, 3 portions, None, Mexico
"|dinner|vegan
28| Lentil Soup|"29. Lentil Soup: 213 calories per portion, 4 portions, None
"|dinner|vegan
29| Vegan Alfredo Pasta|"30. Vegan Alfredo Pasta: 420 calories per portion, 2 portions, None, Italy

"|dinner|vegan
30| Ratatouille|"31. Ratatouille: 180 calories per portion, 4 portions, None, France
"|dinner|vegan
31| Vegan Tacos|"32. Vegan Tacos: 331 calories per portion, 3 portions, None, Mexico
"|dinner|vegan
32| Quinoa Stuffed Mushrooms|"33. Quinoa Stuffed Mushrooms: 159 calories per portion, 4 portions, Allergic to grains
"|dinner|vegan
33| Vegan Pho|"34. Vegan Pho: 305 calories per portion, 3 portions, None, Vietnam
"|dinner|vegan
34| Lentil and Vegetable Stir Fry|"35. Lentil and Vegetable Stir Fry: 188 calories per portion, 4 portions, Allergic to legumes
"|dinner|vegan
35| Vegan Lasagna|"36. Vegan Lasagna: 390 calories per portion, 4 portions, None, Italy
"|dinner|vegan
36| Spicy Black Bean Soup|"37. Spicy Black Bean Soup: 220 calories per portion, 4 portions, None, Mexico
"|dinner|vegan
37| Vegan Gnocchi|"38. Vegan Gnocchi: 301 calories per portion, 2 portions, None, Italy
"|dinner|vegan
38| Eggplant Parmesan|"39. Eggplant Parmesan: 345 calories per portion, 2 portions, Allergic to nightshades, Italy
"|dinner|vegan
39| Chickpea Salad|"40. Chickpea Salad: 355 calories per portion, 2 portions, Allergic to legumes

"|dinner|vegan
40| Vegan Stuffed Cabbage Rolls|"41. Vegan Stuffed Cabbage Rolls: 234 calories per portion, 4 portions, None
"|dinner|vegan
41| Thai Peanut Noodles|"42. Thai Peanut Noodles: 425 calories per portion, 2 portions, Allergic to nuts, Thailand
"|dinner|vegan
42| Lentil and Vegetable Curry|"43. Lentil and Vegetable Curry: 410 calories per portion, 3 portions, None, India
"|dinner|vegan
43| Vegan Teriyaki Tofu|"44. Vegan Teriyaki Tofu: 246 calories per portion, 3 portions, Allergic to soy, Japan
"|dinner|vegan
44| Chickpea and Spinach Stew|"45. Chickpea and Spinach Stew: 289 calories per portion, 4 portions, None
"|dinner|vegan
45| Vegan Shepherd's Pie|"46. Vegan Shepherd's Pie: 330 calories per portion, 4 portions, None, United Kingdom
"|dinner|vegan
46| Moroccan Vegetable Tagine|"47. Moroccan Vegetable Tagine: 320 calories per portion, 4 portions, None, Morocco
"|dinner|vegan
47| Vegan Chili|"48. Vegan Chili: 360 calories per portion, 4 portions, None
"|dinner|vegan
48| Lentil Bolognese|"49. Lentil Bolognese: 280 calories per portion, 4 portions, None, Italy
"|dinner|vegan
49| Vegan Burritos|"50. Vegan Burritos: 325 calories per portion, 3 portions, None, Mexico

"|dinner|vegan
50| Vegetable Fried Rice|"51. Vegetable Fried Rice: 240 calories per portion, 2 portions, None, China
"|dinner|vegan
51| Quinoa and Black Bean Stuffed Peppers|"52. Quinoa and Black Bean Stuffed Peppers: 286 calories per portion, 3 portions, None
"|dinner|vegan
52| Vegan Margherita Pizza|"53. Vegan Margherita Pizza: 240 calories per portion, 2 portions, None, Italy
"|dinner|vegan
53| Carrot and Ginger Soup|"54. Carrot and Ginger Soup: 182 calories per portion, 4 portions, None
"|dinner|vegan
54| Vegan Kung Pao Tofu|"55. Vegan Kung Pao Tofu: 312 calories per portion, 3 portions, Allergic to soy, China
"|dinner|vegan
55| Chickpea and Vegetable Stir Fry|"56. Chickpea and Vegetable Stir Fry: 220 calories per portion, 3 portions, Allergic to legumes
"|dinner|vegan
56| Vegan Bibimbap|"57. Vegan Bibimbap: 380 calories per portion, 2 portions, None, Korea
"|dinner|vegan
57| Vegan Gazpacho|"58. Vegan Gazpacho: 119 calories per portion, 4 portions, None, Spain
"|dinner|vegan
58| Lentil and Mushroom Burgers|"59. Lentil and Mushroom Burgers: 318 calories per portion, 3 portions, None
"|dinner|vegan
59| Vegan Spinach and Artichoke Dip|"60. Vegan Spinach and Artichoke Dip: 293 calories per portion, 4 portions, Allergic to nuts

"|dinner|vegan
60| Black Bean Quinoa Salad|"61. Black Bean Quinoa Salad: 250 calories per portion, 3 portions, None
"|dinner|vegan
61| Vegan Butter Chicken|"62. Vegan Butter Chicken: 350 calories per portion, 3 portions, None, India
"|dinner|vegan
62| Miso Soup with Tofu and Vegetables|"63. Miso Soup with Tofu and Vegetables: 170 calories per portion, 2 portions, None, Japan
"|dinner|vegan
63| Vegan Caprese Salad|"64. Vegan Caprese Salad: 170 calories per portion, 2 portions, None, Italy
"|dinner|vegan
64| Lentil and Vegetable Pot Pie|"65. Lentil and Vegetable Pot Pie: 390 calories per portion, 4 portions, None
"|dinner|vegan
65| Vegan Soba Noodles|"66. Vegan Soba Noodles: 305 calories per portion, 2 portions, None, Japan
"|dinner|vegan
66| Thai Red Curry with Vegetables|"67. Thai Red Curry with Vegetables: 320 calories per portion, 3 portions, None, Thailand
"|dinner|vegan
67| Vegan Lentil Sloppy Joes|"68. Vegan Lentil Sloppy Joes: 294 calories per portion, 4 portions, None, United States
"|dinner|vegan
68| Quinoa and Vegetable Stir Fry|"69. Quinoa and Vegetable Stir Fry: 284 calories per portion, 3 portions, None
"|dinner|vegan
69| Vegan Caesar Salad|"70. Vegan Caesar Salad: 212 calories per portion, 2 portions, Allergic to nuts

"|dinner|vegan
70| Lentil and Vegetable Stir Fry|"71. Lentil and Vegetable Stir Fry: 220 calories per portion, 3 portions, None
"|dinner|vegan
71| Vegan Tikka Masala|"72. Vegan Tikka Masala: 390 calories per portion, 3 portions, None, India
"|dinner|vegan
72| Quinoa and Kale Salad|"73. Quinoa and Kale Salad: 210 calories per portion, 2 portions, None
"|dinner|vegan
73| Vegan Gumbo|"74. Vegan Gumbo: 320 calories per portion, 4 portions, None, United States
"|dinner|vegan
74| Moroccan Lentil Salad|"75. Moroccan Lentil Salad: 290 calories per portion, 3 portions, None, Morocco
"|dinner|vegan
75| Vegan Miso Ramen|"76. Vegan Miso Ramen: 356 calories per portion, 2 portions, None, Japan
"|dinner|vegan
76| Lentil and Vegetable Stir Fry|"77. Lentil and Vegetable Stir Fry: 210 calories per portion, 3 portions, None
"|dinner|vegan
77| Vegan Zucchini Bread|"78. Vegan Zucchini Bread: 250 calories per portion, 4 portions, None
"|dinner|vegan
78| Vegan Ratatouille|"79. Vegan Ratatouille: 180 calories per portion, 4 portions, None, France
"|dinner|vegan
79| Chickpea and Vegetable Stir Fry|"80. Chickpea and Vegetable Stir Fry: 220 calories per portion, 3 portions, None

"|dinner|vegan
80| Vegan BLT Sandwich|"81. Vegan BLT Sandwich: 256 calories per portion, 2 portions, None
"|dinner|vegan
81| Vegan Tofu Scramble|"82. Vegan Tofu Scramble: 300 calories per portion, 2 portions, Allergic to soy
"|dinner|vegan
82| Quinoa Stuffed Portobello Mushrooms|"83. Quinoa Stuffed Portobello Mushrooms: 210 calories per portion, 2 portions, None
"|dinner|vegan
83| Vegan Lentil Soup|"84. Vegan Lentil Soup: 240 calories per portion, 4 portions, None
"|dinner|vegan
84| Creamy Vegan Mushroom Pasta|"85. Creamy Vegan Mushroom Pasta: 460 calories per portion, 2 portions, None
"|dinner|vegan
85| Lentil and Vegetable Stir Fry|"86. Lentil and Vegetable Stir Fry: 220 calories per portion, 3 portions, None
"|dinner|vegan
86| Vegan Spaghetti Carbonara|"87. Vegan Spaghetti Carbonara: 420 calories per portion, 2 portions, None, Italy
"|dinner|vegan
87| Sweet Potato and Black Bean Enchiladas|"88. Sweet Potato and Black Bean Enchiladas: 305 calories per portion, 4 portions, None, Mexico
"|dinner|vegan
88| Vegan Lentil Meatballs|"89. Vegan Lentil Meatballs: 320 calories per portion, 3 portions, None
"|dinner|vegan
89| Vegan Stuffed Bell Peppers|"90. Vegan Stuffed Bell Peppers: 250 calories per portion, 3 portions, None

"|dinner|vegan
90| Quinoa and Vegetable Stir Fry|"91. Quinoa and Vegetable Stir Fry: 220 calories per portion, 3 portions, None
"|dinner|vegan
91| Vegan Lentil Curry|"92. Vegan Lentil Curry: 310 calories per portion, 3 portions, None, India
"|dinner|vegan
92| Vegan Mac and Cheese|"93. Vegan Mac and Cheese: 399 calories per portion, 2 portions, None
"|dinner|vegan
93| Lentil and Vegetable Stir Fry|"94. Lentil and Vegetable Stir Fry: 220 calories per portion, 3 portions, None
"|dinner|vegan
94| Vegan Baked Ziti|"95. Vegan Baked Ziti: 305 calories per portion, 4 portions, None, Italy
"|dinner|vegan
